CAA78263,2
CAA24271,2
BAA01280,2
BAA14336,2
BAA14337,2
BAA14338,2
BAA14332,2
BAA14333,2
BAA14334,2
BAA14335,2
AAA43082,2
AAA43083,2
AAA43087,2
AAA43094,2
AAA43150,2
AAA43152,2
AAA43154,2
AAA43205,2
AAA43213,2
AAA43214,2
AAA43216,2
AAA43217,2
AAA43218,2
AAA43219,2
AAA43220,2
AAA43221,2
AAA43222,2
AAA43237,2
AAA79775,2
ABF60581,2
AAA16879,2
AAA16880,2
AAA43088,2
AAA43096,2
AAA43117,2
AAA43243,2
AAA43284,2
AAA43345,2
AAA43450,2
AAA43576,2
AAA43578,2
AAA43658,2
AAA43659,2
AAA43660,2
AAA43662,2
AAA43223,2
BAA00720,2
AAA56803,2
AAC54377,2
AAC54378,2
AAC54379,2
AAC54380,2
AAC54383,2
AAC54387,2
AAA92244,2
AAA92245,2
AAA92246,2
AAA96134,2
AAC58999,2
ABB88132,2
ABF60577,2
ABF60578,2
AAB39639,2
AAC14418,2
AAC40999,2
AAC32078,2
AAC32101,2
AAC32102,2
AAD13566,2
AAD13567,2
AAD25304,2
AAD25305,2
AAD25306,2
AAD25307,2
AAD25308,2
AAD37422,2
AAD37782,2
AAD51927,2
AAF02304,2
AAF02306,2
AAF02308,2
AAF02309,2
AAF04719,2
AAF04720,2
AAF69255,2
AAF87507,2
AAF99711,2
AAG10650,2
AAG10651,2
AAG10652,2
AAG10653,2
AAG10654,2
AAG10655,2
AAG10656,2
AAG10658,2
AAG10659,2
AAG10664,2
AAG10665,2
AAG10666,2
AAG10667,2
AAG10668,2
AAG10669,2
AAG10670,2
AAG10671,2
AAG10672,2
AAG10673,2
AAG10674,2
AAG10675,2
AAG10676,2
AAG10677,2
AAG28424,2
AAG38534,2
AAG60347,2
AAG60348,2
CAC28131,2
BAB39511,2
BAB39512,2
AAK38298,2
AAK62979,2
AAK64189,2
CAC81746,2
CAC81747,2
CAC84981,2
CAC84982,2
CAC85087,2
ABB88348,2
CAC84852,2
CAC85080,2
CAC85081,2
CAC85082,2
CAC85083,2
CAC85085,2
CAC83641,2
CAC83642,2
CAC83645,2
CAC83646,2
CAC81274,2
CAC81279,2
CAC84237,2
CAC84238,2
CAC84239,2
CAC84240,2
CAC84241,2
CAC84242,2
CAC84243,2
CAC84244,2
AAL65235,2
AAL65236,2
AAL65237,2
AAL65238,2
AAL65239,2
AAL65241,2
AAL65242,2
AAL65243,2
AAL65244,2
AAL65245,2
AAL65246,2
AAL65247,2
AAL65248,2
AAL65249,2
AAL65250,2
AAL65251,2
AAL65252,2
AAL65253,2
AAL65254,2
AAL65255,2
AAL65256,2
AAL65257,2
AAL65258,2
CAD20336,2
CAD20327,2
AAK71687,2
CAD20322,2
AAM03341,2
AAM03342,2
AAM22457,2
AAM22458,2
AAL75839,2
AAL75843,2
AAL75847,2
AAM49555,2
AAM69983,2
AAM69993,2
AAN83988,2
AAO33479,2
AAO33485,2
AAO46077,2
AAO46078,2
AAO46079,2
AAO46080,2
AAO46081,2
AAO46082,2
AAO46083,2
AAO46084,2
AAO46085,2
AAO46086,2
AAD26934,2
AAD26936,2
AAD26937,2
AAD26927,2
AAD26938,2
AAD26932,2
AAD26935,2
AAD26925,2
AAD26923,2
AAO86904,2
AAO86905,2
AAO86906,2
AAO86907,2
AAO86908,2
AAO86909,2
AAO86910,2
AAO86911,2
AAO86912,2
AAO86914,2
AAO86915,2
AAO86917,2
AAO86918,2
AAO86919,2
AAO86920,2
AAO86921,2
AAO86922,2
AAO86923,2
AAO86924,2
AAO86933,2
AAO86934,2
AAO86935,2
AAO86936,2
AAO86937,2
AAO86939,2
AAO86940,2
AAO86941,2
AAO86942,2
AAO86943,2
AAO86944,2
AAO86945,2
AAO86946,2
AAO86947,2
AAO86948,2
AAO86949,2
AAO86950,2
AAO86951,2
AAO86952,2
AAP23303,2
AAO65612,2
AAP71995,2
AAP71996,2
AAP71997,2
AAP71998,2
CAE45011,2
ABR37363,2
ACF25743,2
ACZ48502,2
ACZ48505,2
AAB29507,2
CAD38051,2
CAD38282,2
CAD38283,2
CAD38284,2
CAD38285,2
CAD38286,2
CAD38287,2
AAQ67246,2
AAQ77402,2
AAQ77403,2
AAQ77404,2
AAQ77405,2
AAQ77406,2
AAQ77407,2
AAR02639,2
AAR02641,2
CAF04466,2
AAR98872,2
AAR99628,2
AAS07023,2
CAF33017,2
AAS87596,2
AAT07996,2
AAT07998,2
AAT08004,2
AAT12022,2
AAT12023,2
AAT12024,2
AAT12025,2
AAT12026,2
AAT12027,2
AAT12028,2
AAT12029,2
AAT12031,2
AAT12032,2
AAT12033,2
AAT12034,2
AAT12035,2
AAT12036,2
AAT12037,2
AAT12038,2
AAT12039,2
AAT12040,2
AAT12041,2
AAT12042,2
AAT12413,2
AAT37405,2
AAT37563,2
AAT65209,2
AAT65325,2
AAT65327,2
AAT65330,2
AAT65331,2
AAT65334,2
AAT65345,2
AAT65351,2
AAT69348,2
AAT70170,2
AAT78582,2
AAT90832,2
AAU00821,2
AAU11147,2
AAU11148,2
AAU11149,2
AAU11151,2
AAU11152,2
AAU11153,2
AAU11154,2
AAU11155,2
AAU11156,2
AAU11157,2
AAU11158,2
AAU11160,2
AAU11161,2
AAU11162,2
AAV30213,2
CAH56424,2
AAV41833,2
AAV48546,2
AAV65826,2
AAV68030,2
AAV80797,2
CAE48276,2
CAI29278,2
AAV91149,2
AAV91212,2
AAV91213,2
AAV91214,2
AAV91217,2
AAV91218,2
AAV91220,2
AAV91221,2
AAV97601,2
AAV97603,2
AAV97604,2
AAV98693,2
AAV98694,2
AAV98695,2
AAW19638,2
AAW19640,2
AAW19642,2
AAW19644,2
AAW19646,2
AAW29075,2
AAW29076,2
AAW29077,2
AAW29078,2
AAW29079,2
AAW29080,2
AAW59390,2
AAW59398,2
AAW59408,2
AAW72226,2
AAW78039,2
AAW78046,2
AAW78047,2
AAW78053,2
BAD89305,2
BAD89315,2
BAD89325,2
BAD89345,2
AAW80718,2
AAW80719,2
AAX07773,2
AAX47288,2
AAX53504,2
AAX53506,2
AAX53508,2
AAX78820,2
AAY21164,2
AAY27556,2
AAY46207,2
AAY46208,2
AAY46209,2
AAY46210,2
AAY46211,2
AAY46212,2
AAY46213,2
AAY46214,2
AAY46215,2
AAY46216,2
AAY46217,2
AAY46219,2
AAY46220,2
AAY52492,2
AAY52493,2
AAY52494,2
AAY52495,2
AAY52496,2
AAY52497,2
AAY52498,2
AAY52499,2
AAY52500,2
AAY52501,2
AAY52502,2
AAY52503,2
AAY52504,2
AAY52505,2
AAY52506,2
AAY52507,2
AAY52508,2
AAY52509,2
AAY52510,2
AAY52511,2
AAY52512,2
AAY52513,2
AAY52514,2
AAY52515,2
AAY52516,2
AAY52517,2
AAY52518,2
AAY52519,2
AAY56367,2
AAY57183,2
AAY57185,2
AAY57186,2
AAY57187,2
AAY57188,2
AAY57189,2
AAY57190,2
AAY57191,2
AAY57192,2
AAY57193,2
AAY57194,2
AAY57195,2
AAY57196,2
AAY57197,2
AAY68363,2
AAY78953,2
AAY85533,2
AAY87410,2
AAY87419,2
AAY87443,2
BAE07155,2
AAZ29959,2
AAZ29961,2
AAZ29974,2
AAZ29979,2
AAZ72739,2
AAZ76389,2
AAZ78315,2
AAZ80486,2
ABA54915,2
ABA55714,2
ABA55715,2
ABA55716,2
ABA70758,2
ABB17027,2
ABB17150,2
ABB17670,2
ABB17681,2
ABB17692,2
ABB17703,2
ABB17714,2
ABB17725,2
ABB17736,2
ABB17756,2
ABB17813,2
ABB18025,2
ABB18069,2
ABB18080,2
ABB18378,2
ABB18391,2
ABB18476,2
ABB18951,2
ABB18978,2
ABB18994,2
ABB19072,2
ABB19206,2
ABB19371,2
ABB19382,2
ABB19947,2
ABB87864,2
ABB87918,2
ABB87929,2
ABB87939,2
ABI98919,2
ABO52478,2
ABP64751,2
