CAA36475,1
AAA43365,1
AAA43367,1
AAA43368,1
AAA43369,1
AAA43372,1
AAA43373,1
AAA43404,1
AAA43410,1
AAA43428,1
AAA43377,1
AAA43423,1
AAA43424,1
AAA43425,1
AAA43426,1
AAA43574,1
AAA16234,1
AAA43672,1
AAC32079,1
AAD51926,1
AAF17620,1
AAF70404,1
AAF87509,1
AAF77038,1
AAF77039,1
AAF77040,1
AAF77041,1
AAF77042,1
BAB39515,1
BAB39516,1
AAK38299,1
CAC84254,1
CAC84255,1
CAC84256,1
CAC84257,1
CAC84258,1
CAC84259,1
CAC84260,1
CAC84261,1
CAC84262,1
CAC84263,1
CAC84264,1
AAL59146,1
AAL59147,1
CAD20331,1
AAK71688,1
AAL75840,1
AAL75844,1
AAL75848,1
AAM49556,1
AAM69963,1
AAM69970,1
AAM70002,1
AAN85704,1
AAN85705,1
AAN85706,1
AAO33489,1
AAO33490,1
AAO33491,1
AAO33492,1
AAO33493,1
AAO33494,1
AAO33495,1
AAO33496,1
AAO33497,1
AAO33498,1
AAO52937,1
AAO52938,1
AAO52956,1
AAP04509,1
AAP21436,1
AAP21437,1
AAP21438,1
AAP21439,1
AAP21440,1
AAP21441,1
AAP21442,1
AAP21443,1
AAP21444,1
AAP21445,1
AAP21446,1
AAP21447,1
AAP21448,1
AAP21449,1
AAP21450,1
AAP21451,1
AAP21452,1
AAP21453,1
AAP21454,1
AAP21455,1
AAP21456,1
AAP21457,1
AAP21458,1
AAP21459,1
AAP21460,1
AAP21461,1
AAP21462,1
AAP21463,1
AAP21464,1
AAP21465,1
AAP21466,1
AAP21467,1
AAP21468,1
AAP21469,1
AAP21470,1
AAP21471,1
AAP21472,1
AAP21473,1
AAP21474,1
AAP21475,1
AAP21476,1
AAP21477,1
AAP21479,1
AAP21480,1
AAO65610,1
AAP49050,1
AAP49061,1
AAP49063,1
AAP57538,1
AAP57539,1
AAP57543,1
AAP57544,1
AAP57545,1
AAP57546,1
AAP57547,1
AAP57548,1
AAP57551,1
AAP57553,1
AAP57554,1
AAP57555,1
AAP57556,1
AAP57557,1
AAP57558,1
AAP57559,1
AAP57560,1
AAP57561,1
AAP57562,1
AAP57563,1
AAQ04865,1
AAQ04866,1
AAQ04868,1
AAQ04869,1
AAQ04870,1
AAQ04877,1
AAQ04881,1
AAQ77408,1
AAQ77409,1
AAQ77410,1
AAQ77411,1
AAQ77412,1
AAQ77413,1
AAQ77414,1
AAQ77415,1
AAO62018,1
AAO62019,1
AAO62020,1
AAO62021,1
AAO62022,1
AAO62023,1
AAO62024,1
AAO62025,1
AAO62026,1
AAO62027,1
AAO62028,1
AAO62029,1
AAO62030,1
AAO62031,1
AAO62032,1
AAO62033,1
AAO62034,1
AAO62035,1
AAO62036,1
AAO62037,1
AAO62038,1
AAO62039,1
AAO62040,1
AAO62041,1
AAO62042,1
AAO62043,1
AAO62045,1
AAO62046,1
AAO62047,1
AAO62048,1
AAO62049,1
AAO62050,1
AAO62051,1
AAO62052,1
AAO62053,1
